id,normalized_text,year,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
58862d3c-a748-437c-a49a-64cf03125808,"Motie Jacobi en Jansen over een schadefonds voor alle schade door bodemdaling gehoord de beraadslaging, overwegende, dat burgers schade ondervinden van zout- en gaswinning en waterpeilverlaging; overwegende, dat het voor de burger niet uitmaakt wat de oorzaak is van de schade; verzoekt de regering een schadefonds (gevuld door de veroorzakers) te creëren waarin alle schade door bodemdaling wordt vergoed, met een één-loketfunctie,",2009,3,3,1,1,2,1,1
13604813-2775-49a5-9c79-53d04685d404,"Motie Poppe over producentenverantwoordelijkheid gehoord de beraadslaging, overwegende, dat ter stimulering van de producentenverantwoordelijkheid producenten de volledige organisatorische en financiële verantwoordelijkheid moeten dragen voor het afvalbeheer van hun producten; van mening, dat het gebruik van publiek bekostigde infrastructuur voor de inzameling alleen mogelijk is tegen vergoeding van de integrale kostprijs; verzoekt de regering om in het Landelijk afvalbeheerplan 2009–2021 op te nemen dat het uitgangspunt van producentenverantwoordelijkheid is dat producenten volledig verantwoordelijk zijn voor de organisatie en de financiering van het afvalbeheer van hun producten vanaf het moment dat deze worden afgedankt,",2009,4,2,1,1,1,1,1
0150093a-4f77-49ab-b578-542f324783dd,"Motie Poppe over een moratorium op de huidige verbrandingscapaciteit gehoord de beraadslaging, constaterende, dat de nadruk op verbranding van afval in AVI’s de capaciteitsopbouw voor duurzamere en meer milieuverantwoorde inzameling en verwerking frustreert; overwegende, dat de regering wil zorgen voor een evenwicht tussen verbranding en hergebruik, maar tegelijkertijd capaciteitsuitbreiding aan de markt wil overlaten; van mening, dat; – capaciteitsuitbreiding altijd tot ongewenste concurrentie tussen verbranden en hergebruik zal leiden; – handhaving en controle op alle voor verbranding aangeboden afvalstoffen of deze afvalstoffen ook daadwerkelijk niet voor hergebruik in aanmerking komen, ondoenlijk is; draagt de regering op in het Landelijk afvalbeheerplan 2009–2021 een moratorium op de huidige verbrandingscapaciteit op te nemen en daarmee capaciteitsopbouw van scheiding, recycling en hergebruik van Nederlands afval te bevorderen,",2009,2,1,1,1,3,1,2
7be1de4c-04e7-4fb6-afeb-abb030ff93bf,"Motie Samsom c.s. over handhaving van de verbrandingsbelasting gehoord de beraadslaging, overwegende, dat de afvalverbrandingscapaciteit in de laatste jaren hard is gegroeid; overwegende, dat deze groei kan resulteren in een overcapaciteit die nadelig kan zijn voor de ontwikkeling van de gescheiden inzameling en het hergebruik van deelstromen, en voor de exploitatie van de bestaande installaties; overwegende, dat financiële prikkels goede instrumenten zijn om afvalstromen te sturen; verzoekt de regering om in het Landelijk afvalbeheerplan het instrument verbrandingsbelasting in ieder geval te handhaven; verzoekt de regering jaarlijks aan de te rapporteren over de ontwikkeling van de afvalverwerkingscapaciteit in Nederland en omringende landen, in relatie tot de in het Landelijk afvalbeheerplan opgenomen doelstellingen; verzoekt de regering daarbij aan te geven of het effectueren van de verbrandingsbelasting tegen een tarief hoger dan het huidige nultarief noodzakelijk is om gescheiden inzameling en hergebruik van deelstromen in overeenstemming met de voorkeursvolgorde voor afvalbeheer te houden,",2009,4,1,2,1,1,1,1
78b69898-c90b-456c-890f-6e975d60e2bd,"Motie Vendrik over stimuleren van energiebesparing in woningen gehoord de beraadslaging, constaterende, dat op het gebied van energiebesparing in woningen nog een wereld te winnen is; overwegende, dat investeren in een zuiniger huis zichzelf weliswaar terugverdient, maar vaak wel een lange terugverdientijd heeft; verzoekt de regering voor 1 maart 2010 met voorstellen te komen om energiebesparing in woningen financieel te stimuleren, zodat wooneigenaren een flink percentage van de investeringen in energiebesparende maatregelen terugkrijgen,",2009,5,1,1,1,1,1,1
34b6fa75-1aa2-4598-967d-d07ee3433a5f,"Motie Neppérus c.s. over het groepsrisico van windmolens gehoord de beraadslaging, overwegende, dat de Beleidsregel voor het plaatsen van windturbines op, in of over rijkswaterstaatswerken dateert uit mei 2002; overwegende, dat in deze Beleidsregel windmolens bij een rotordiameter van meer dan 60 meter op een afstand van ten minste de halve rotordiameter van rijkswegen geplaatst mogen worden; overwegende, dat deze Beleidsregel geen eisen stelt aan de afstand tot spoorwegen; overwegende, dat de afmetingen van windmolens sinds 2002 aanzienlijk zijn toegenomen; overwegende, dat recent ter hoogte van Moordrecht een viertal windmolens met een ashoogte van 75 meter en een rotordiameter van 90 meter geplaatst zijn op minder dan circa 60 meter van de A12 en op korte afstand van de spoorlijn Den Haag–Gouda, beide behorend tot de meest intensief gebruikte infrastructuur van Nederland; overwegende, dat uit casuïstiek van incidenten is gebleken dat afgewaaide wieken verder dan viermaal de diameter van de rotor terecht kunnen komen; overwegende, dat het Ontwerpbesluit Wijziging milieuregels windturbines niets regelt over het groepsrisico van windmolens, terwijl er sprake lijkt van substantiële groepsrisico’s bij opstellingen nabij snelwegen en drukke spoorlijnen; verzoekt de regering om binnen zes maanden een voorstel tot wijziging van het Ontwerpbesluit Wijziging milieuregels windturbines aan de Kamer voor te leggen, waarin een helder beoordelingskader en normstelling voor het groepsrisico bij windmolens zijn opgenomen, 2 2009–2010 0910 31209-107 0921 - 7371 2009 , 2009–2010, 31 209, 107 1",2009,1,1,3,1,4,2,1
e3db4f20-600f-40c2-a734-c6c30461c28f,"Motie Vendrik c.s. over een verplicht aandeel duurzame energie gehoord de beraadslaging, constaterende, dat de in 2007 de motie-Halsema (31 070, 15) heeft aangenomen, waarin de regering werd opgeroepen om in de begroting voor 2008 voorstellen te doen voor een verplicht aandeel duurzame energie, te leveren door energiebedrijven, waarbij dit aandeel door de jaren heen toeneemt; overwegende, dat het Centraal Planbureau in opdracht van het kabinet het voorstel voor een verplicht aandeel duurzaam heeft onderzocht en in augustus van dit jaar zijn onderzoeksrapport presenteerde, waaruit blijkt dat een verplicht aandeel duurzame energie heel goed mogelijk is; overwegende, dat het Planbureau voor de Leefomgeving in zijn Milieubalans 2009 constateerde dat er aanvullend beleid nodig is om de doelstelling van 20% duurzame energie in 2020 te halen; verzoekt de regering voor 1 maart 2010 voorstellen te doen voor een verplicht aandeel duurzame energie, te leveren door energiebedrijven, waarbij dit aandeel door de jaren heen toeneemt,",2009,1,1,4,1,1,2,1
862fb818-dcef-409b-a6eb-363fdafa6325,"Motie Dibi over kritisch beoordelen mag niet leiden tot het verlagen van instandhoudingsdoelstellingen gehoord de beraadslaging, constaterende, dat de minister schrijft dat de natuurdoelen bij het vaststellen van de definitieve aanwijzingsbesluiten nog eens kritisch worden beoordeeld; spreekt uit, dat het kritisch beoordelen niet mag leiden tot het verlagen van de instandhoudingsdoelstellingen in de definitieve aanwijzingsbesluiten,",2009,1,1,1,1,2,1,2
38486b18-ae00-4390-a4fc-3fe454d9a568,"Motie Jansen/Vendrik over opschorting van extra subsidie voor windmolenpark Noordoostpolder gehoord de beraadslaging, overwegende, dat de minister van Economische Zaken de Stimuleringsregeling Duurzame Energie voor wind op land op twee punten wil verruimen ten behoeve van de realisatie van een windmolenpark in de Noordoostpolder; overwegende, dat dit het grootste windmolenpark van Nederland wordt, met een uiterst efficiënte configuratie, in een windrijk gebied; overwegende, dat de extra subsidie mede gebaseerd is op de toepassing van nieuwe 6MW molens in het project, die slechts door één leverancier geleverd kunnen worden; overwegende, dat het windmolenpark Noordoostpolder niet getenderd wordt en dat er dus geen sprake is van concurrerende aanbiedingen, terwijl dit voor projecten van vergelijkbare omvang op de Noordzee wel gebeurt; overwegende, dat het doel van de Stimuleringsregeling Duurzame Energie is: het bevorderen van efficientere duurzame energieproductie; spreekt de wens uit dat de Algemene Rekenkamer op korte termijn een second opinion uitvoert naar de ratio van eventuele extra subsidie(s); verzoekt de regering om in afwachting van de uitkomsten van het onderzoek van de Rekenkamer een besluit over eventuele extra subsidie(s) voor het windpark Noordoostpolder op te schorten,",2009,4,1,2,1,1,1,3
e621f167-42a6-44c7-91f0-2934d2cf6429,"Motie Zijlstra over een oplossing voor de problematiek rond kritische depositiewaarden gehoord de beraadslaging, constaterende, dat voor veel Natura 2000-gebieden de huidige depositiewaarden hoger zijn dan de kritische depositiewaarden; constaterende, dat bij een worst case-scenario op 22 van de 23 mogelijke vestigingsplaatsen voor grootschalige elektriciteitsopwekking niet gebouwd kan worden; overwegende, dat daarmee de leveringszekerheid op langere termijn in gevaar kan komen; verzoekt de regering uiterlijk in het najaar van 2009 aan te geven hoe zij ervoor gaat zorgen dat de problematiek rond kritische depositiewaarden wordt opgelost, zodat er wel grootschalige elektriciteitsopwekking gebouwd kan worden op de in het Derde Structuurschema Elektriciteitsvoorziening geplande vestigingsplaatsen,",2009,1,1,2,4,2,2,1
5f38d2d1-bc2d-4ae0-8499-ecb5b3b63e97,"Motie Peters over de Europese inzet bij de klimaatconferentie in Kopenhagen gehoord de beraadslaging, constaterende, dat ondanks de Nederlandse inzet te weinig voortgang is geboekt bij de afgelopen Europese Raad met betrekking tot het bepalen van de Europese inzet voor Kopenhagen; constaterende, dat er nog belangrijke stappen te zetten zijn op weg naar de klimaatconferentie in Kopenhagen eind dit jaar; overwegende, dat tijdige besluitvorming in de EU over criteria voor het «fair share»-principe en de financieringsarchitectuur voor klimaatmitigatie en -adaptatie doorslaggevend zijn voor het welslagen van een ambitieus akkoord in Kopenhagen; verzoekt de regering zich in te zetten om deze punten op de agenda van de komende Ecofin te plaatsen,",2009,1,3,1,1,1,2,1
4001a146-9e71-4983-87a8-7f942250708e,"Motie Vendrik c.s. over extra middelen voor de eerste fase van de ecologische schaalsprong gehoord de beraadslaging, constaterende, dat de kwaliteit van het ecologisch systeem van het Markermeer en het IJmeer ernstig te wensen overlaat; constaterende, dat de stuurgroep TMIJ (Toekomst Markermeer IJmeer), waar ook het Rijk in participeerde, concludeerde dat er in de eerste fase (tot 2020) 115 mln. nodig is om de kwaliteit van het gebied te verbeteren, terwijl de RAAM-brief uitgaat van 30 mln., waarvan 20 mln. van het Rijk; overwegende, dat een ecologische schaalsprong net zo wenselijk is als een schaalsprong van de bebouwing; overwegende, dat er, los van de vraag of dat überhaupt wenselijk is, geen enkele ontwikkeling in dit Natura 2000-gebied kan plaatsvinden als niet aan de instandhoudingsverplichting wordt voldaan; verzoekt de regering naar extra middelen te zoeken om de eerste fase van de ecologische schaalsprong van het IJmeer en het Markermeer voor 2020 naar behoren uit te kunnen voeren,",2009,2,1,2,1,4,2,1
6e39f063-aa6f-488c-a635-6b10e515c4b0,"Motie Aptroot over niet laten doorgaan van de ombouw van de bpm tot een CO2-heffing gehoord de beraadslaging, constaterende: – dat de CO2-heffing op personenauto’s een enorme lastenverzwaring van gemiddeld €1600 per nieuwe auto betekent; – dat de CO2-heffing geen substantieel milieueffect heeft en dus alleen dient om de automobilist zwaarder te belasten; – dat de stapsgewijze wijziging van belastingsystematiek jaarlijks een enorme last betekent voor het bedrijfsleven; spreekt als haar mening uit dat ombouw van de bpm tot een CO2-heffing op personenauto’s niet moet doorgaan,",2009,5,1,1,1,1,1,2
6fd4c724-3c1d-4ab7-a119-2679345ff3d0,"Motie-Wiegman-van Meppelen Scheppink c.s. over ontzien van het rijksbudget voor natuurbeheer bij de bezuinigingen gehoord de beraadslaging, overwegende, dat in het regeerakkoord staat dat maximaal wordt ingezet op beheer; overwegende, dat op grond van de meerjarencijfers van de van wijziging grote zorgen zijn ontstaan over de hoogte van beheersvergoedingen; overwegende, dat in het IBO natuur en de brede heroverweging geconstateerd is dat er nu al forse tekorten zijn op de beheerbudgetten; overwegende, dat te weinig geld voor natuurbeheer leidt tot verrommeling van bestaande natuurgebieden; verzoekt de regering bij invulling van de bezuinigingen op de ELI-begroting 2012 en verder het rijksbudget voor natuurbeheer te ontzien, zodat voldaan kan worden aan de afspraken in het nieuwe subsidiestelsel natuur en landschap, en recht te doen aan het uitgangspunt van het stelsel dat gelijk beheer gelijk vergoed wordt, ongeacht de beheerder,",2010,3,2,2,1,3,2,1
e5343ec9-8668-4850-b7c6-10a862ac6817,"Motie Van der Staaij en Vendrik over heroverwegen van het kleinschalige project voor CO2-opslag onder Barendrecht gehoord de beraadslaging, constaterende, dat de regering de vergunningverlening voor het CO2-opslagproject in Barendrecht door wil zetten; constaterende, dat de bevolking en het gemeentebestuur van Barendrecht en de provinciale staten van Zuid-Holland zich tegen het project gekeerd hebben; overwegende, dat de Taskforce CCS heeft aangegeven dat voldoende maatschappelijk en politiek draagvlak voor CCS noodzakelijk is; overwegende, dat de gemeente Barendrecht al te maken heeft met diverse veiligheidsrisico’s; van mening, dat de meerwaarde van het kleinschalige project in Barendrecht voor uitvoering van het grootschalige demonstratieproject in Noord-Nederland onvoldoende is aangetoond om onder de genoemde omstandigheden het project door te zetten; verzoekt de regering het besluit dat het kleinschalige project voor CO2-opslag onder Barendrecht doorgang kan vinden, te heroverwegen,",2010,1,2,2,1,2,1,3
94a4b311-bdc5-4899-8dcc-6c3f27bc7b8b,"Motie Jacobi over een dialoog met stakeholders in de sector en de maatschappelijke organisaties gehoord de beraadslaging, overwegende, dat er veel onrust bestaat bij zowel de plantgoedsector als de milieuorganisaties over te breed verleende octrooien op plantaardig materiaal die gebruik voor veredeling hinderen en dat er middels het project «raising the bar» strengere eisen worden gesteld aan de verlening van octrooien om te voorkomen dat deze te breed worden verleend; constaterende, dat hiermee problemen met te brede octrooien in de toekomst worden voorkomen, maar dat deze actie geen invloed heeft op bestaande octrooien en dat de problemen vandaag spelen en vandaag om een oplossing vragen en wachten op een eventuele aanpassing van de bio-octrooirichtlijn, hetgeen, als dit al haalbaar zou blijken, minstens enkele jaren in beslag zal nemen; overwegende, dat de sector zelf een belangrijke bijdrage kan leveren aan oplossingen voor dit vraagstuk door het vaststellen van gedragscodes zoals die ook in andere industriële sectoren gebruikelijk zijn; constaterende, dat tot op heden de diverse partijen dit gesprek uit de weg zijn gegaan, maar dat er wel een groot maatschappelijk belang in het geding is als het gaat om de beschikbaarheid van plantaardige kennis voor de ontwikkeling en innovatie in de zaai- en plantgoedsector en daarmee voor de mondiale voedselvoorziening; verzoekt de regering het initiatief te nemen tot een dialoog met de stakeholders in de sector en de maatschappelijke organisaties om te komen tot een gedragscode waarin ook afspraken gemaakt kunnen worden over hoe om te gaan met eerder (te) breed verleende octrooien en hierover de Kamer binnen een jaar te informeren,",2010,2,1,1,1,1,2,3
f0e9ea51-64ce-444a-9d48-fa234835491b,"Motie-Poppe/Boelhouwer over een selectiemethode waardoor de pakkans zo groot mogelijk wordt gehoord de beraadslaging, constaterende, dat: − bij het uitvoeren van de motie-Poppe/Boelhouwer (22 343, 196) het aantal gegaste containers aanmerkelijk lager lag dan hetgeen op basis van eerder onderzoek mocht worden verwacht; − de meeste containers daarvan alsnog met een «tijdelijke gasvrijverklaring» zijn doorgelaten; overwegende, dat: − in containers gebruikte giftige stoffen, als bestrijdingsmiddelen, een risico vormen voor werknemers en consumenten; − bij het onderzoek van het RIVM en de VROM-Inspectie in 2005 een percentage van 21 van de gecontroleerde containers giftige bestrijdingsmiddelen opleverde; van mening, dat: − de Kamer met het aanvaarden van de motie de bedoeling had, en de minister deze bedoeling heeft overgenomen, om een «schokgolf» richting exporteurs van containers te veroorzaken, met doel toepassing van giftige stoffen te stoppen; − de uitvoering van de motie derhalve gericht moet zijn op een zo groot mogelijke «pakkans»; verzoekt de regering: − een selectiemethode toe te passen waardoor de pakkans zo groot mogelijk wordt; − containers niet vrij te geven voordat er sprake is van een definitieve gasvrijverklaring van bestrijdingsmiddelen,",2010,1,2,3,1,3,2,1
66408394-4409-45e3-83bc-8461299723b8,"Motie Van Veldhoven c.s. over pleiten voor een eindtermijn van 2013 gehoord de beraadslaging, overwegende, dat exploitatiesteun aan kolenmijnen betekent dat dit belastinggeld niet kan worden ingezet voor andere sectoren, waar meer banen te creëren zijn, zoals de sector hernieuwbare energie; roept de regering op om te pleiten voor een eindtermijn van 2013, en tegen de Verordening te stemmen, indien de sluitingstermijnen geschrapt worden of verlengd worden tot na 1 oktober 2014,",2010,4,1,1,1,1,2,1
1900141b-ee4b-4647-99d5-b0b3ebc4538c,"Motie-Van Gerven over verplicht stellen van adequate brandbestrijdingsmiddelen voor stallen gehoord de beraadslaging, overwegende, dat de afgelopen vijf jaar 737 080 dieren levend zijn verbrand bij stalbranden; verzoekt de regering adequate brandbestrijdingsmiddelen verplicht te stellen als er sprake is van het bedrijfsmatig houden van dieren en verzoekt de regering, daartoe een voorstel uit te werken,",2010,1,2,3,1,4,2,1
3d1cf64a-d98e-465e-88be-0ed99a63939d,"Motie-Jansen c.s. over uitvoering van de motie-Polderman (29675, nr. 54) uit 2008 gehoord de beraadslaging, constaterende, dat: – de motie-Polderman (29 675, 54) over een Rijksbestemmingsplan Noordzee in oktober 2008 door de Kamer is aanvaard; – tot op heden geen zichtbare uitvoering is gegeven aan de motie; – ook de Europese in 2008 middels een Routekaart naar Maritieme Ruimtelijke Ordening aanstuurt op integrale ruimtelijke bescherming van maritieme gebieden; verzoekt de regering om in 2011 te starten met de uitvoering van de motie-Polderman door borging van ruimtelijke claims in het Nationaal Waterplan en het opstellen van een startdocument voor een Rijksbestemmingsplan Noordzee,",2010,1,1,2,1,2,1,1
9524c766-72dc-469d-95d7-98b6e03f1f9a,"Motie Slob over een update van het Landelijk afvalbeheerplan gehoord de beraadslaging, constaterende, dat een Landelijk afvalbeheerplan (LAP) 2009–2021 is vastgesteld; overwegende, dat dit afvalbeheerplan de eerste stappen zet van afvalbeheer naar materiaalketenbeleid en dat hiervoor diverse studies lopen; overwegende, dat de EG-Kaderrichtlijn afvalstoffen, zoals uitgewerkt in de implementatiewet, vereist dat het Landelijk afvalbeheerplan op onderdelen wordt aangepast en tevens aangevuld met afvalpreventieprogramma’s; overwegende, dat de ontwikkelingen in de afval- en recyclingindustrie niet stilstaan en dat in het regeerakkoord is vastgelegd dat bij de verwerking en het beheer van afval overheid, bedrijfsleven en kennisinstellingen nauwer gaan samenwerken; verzoekt de regering bij het voorstel voor aanpassing van het Landelijk afvalbeheerplan een updatecheck te doen op de andere onderdelen van het Landelijk afvalbeheerplan en daarbij de beleidsvoornemens ten aanzien van afval uit het regeerakkoord verder uit te werken, inclusief een versterking van het materiaalketenbeleid, met het oog op verbetering van de milieuprestatie,",2010,1,1,2,1,2,1,1
